m_million_key,m_opendb_key,m_flag,million_id,million_Artist,million_Track,million_Album,million_Track_Explicitness,million_Album_Year,million_Duration,opendb_id,opendb_Artist,opendb_Track,opendb_Album,opendb_Track_Explicitness,opendb_Album_Year,opendb_Duration
C49649,B80483,False,C49649,Orphaned Land,The Warrior,,,2010,431160,B80483,iBenji,Jungle Warrior,Never Get Burn,notExplicit,2015,254000
C10746,B80553,False,C10746,The Kinks,Autumn Almanac,,,2002,190760,B80553,Native American Nature,Autumn Aurora,Eternity: Native American Flute and Nature Sounds For Spa and Sleep,notExplicit,2020,132000
C9764,B80577,False,C9764,Parov Stelar,Autumn Song,,,2005,237426,B80577,Dreamlife,Autumn Meeting,Autumn Meeting,notExplicit,2018,425000
C40482,B80614,False,C40482,Passengers,United Colours,,,1995,330960,B80614,John Sumner,United Fronts,Breaking and Exiting,notExplicit,2016,116000
C21506,B80640,False,C21506,Ladytron,I'm Not Scared,,,2008,238306,B80640,ENDO,I'm Now Savage,Q,Explicit,2020,113000
C5554,B80659,False,C5554,Beach House,10 Mile Stereo,,,2010,303853,B80659,Shotty Horroh,My Old Stereo,Xombie Xoo,notExplicit,2013,168000
C9764,B80777,False,C9764,Parov Stelar,Autumn Song,,,2005,237426,B80777,Jazzinho,Autumn Monsoon,Veludo,notExplicit,2013,308000
C26392,B80812,False,C26392,65daysofstatic,Safe Passage,,,2013,357573,B80812,Group-Forty Orchestra,Stormy Passage,"Themes for Radio, Film and Television, Vol. 26",notExplicit,2016,139000
C7116,B80942,False,C7116,Bat for Lashes,Seal Jubilee,,,2006,284213,B80942,Lloyd Glenn,Jungle Jubilee,Old time shuffle (1974) (The Definitive Black & Blue Sessions),notExplicit,2008,238000
C39145,B81484,False,C39145,Röyksopp,Go Away (Live),,,2006,335706,B81484,Insieme,Gloria (Live),Insieme Live,notExplicit,2017,202000
C9594,B81490,False,C9594,Cat Power,Still in Love,,,1996,209733,B81490,DIM3NSION,United in Love,United in Love,notExplicit,2024,207000
C33947,B81512,False,C33947,Ensiferum,Finnish Medley,,,2007,310066,B81512,W. David Cannon,Praise Medley,How Great Thou Art: Inspirational Songs and Hymns for Trombone,notExplicit,2020,207000
C10998,B81543,False,C10998,Vangelis,Rachel's Song,,,2008,259720,B81543,Daniel Pemberton,Rachel's Death,Upstairs Downstairs: Original Soundtrack From The BBC TV Series,notExplicit,2010,102000
C19339,B81547,False,C19339,Entombed,Living Dead,,,1998,362600,B81547,Jim & Melissa Brady,Livin' A Dream,Our Love Songs,notExplicit,2023,185000
C12489,B81666,False,C12489,José González,In Our Nature,,,2007,162680,B81666,Preson Phillips,In Our Winters,In Our Winters,notExplicit,2014,321000
C5420,B81667,False,C5420,The Kooks,Stormy Weather,,,2010,240800,B81667,Ocean Sounds Collection,Stormy Sea,The Music of Nature: Rain,notExplicit,2018,156000
C24975,B81702,False,C24975,Jasmine Thompson,Rather Be,,,2014,247816,B81702,New American Shame,Rather Be Rich,New American Shame,notExplicit,1999,202000
C32830,B81750,False,C32830,The Shadows,Man of Mystery,,,2011,121920,B81750,NCYC,Man of Dust,Hand of God,notExplicit,2023,250000
C6068,B81818,False,C6068,John Legend,All of Me,,,2014,269493,B81818,The Paradons,Take All of Me,The Paradons & The Trend Tones,notExplicit,2014,144000
C11018,B81825,False,C11018,Four Tet,Spirit Fingers,,,2003,202106,B81825,Native American Flute,Spirit Free,"Meditation Lounge – New Age Music, Buddhism Meditation, Lounge 2017, Relaxation & Meditation, Yoga Music",notExplicit,2017,217000
C49855,B81865,False,C49855,Silentium,Autumn Heart,,,2000,336133,B81865,BGM channel,Autumn Jewelry,紅葉読書,notExplicit,2023,156000
C28886,B81915,False,C28886,Astral Projection,People Can Fly,,,1994,595466,B81915,Richie Kotzen,Wheels Can Fly,Fever Dream,notExplicit,1990,197000
C49888,B81946,False,C49888,Frank Sinatra,Spring Is Here,,,2013,283515,B81946,Jay Cevon,Spring's Eve,Spring's Eve,Explicit,2021,296000
C11018,B82000,False,C11018,Four Tet,Spirit Fingers,,,2003,202106,B82000,The Peaceful Collective,Spirit Guides,The Ultimate New Age Collection,notExplicit,2012,496000
C50502,B82154,False,C50502,Darkest Hour,Escape Artist,,,2001,259506,B82154,Le Lone Ranger,Escape Convict,Rosemarie Meets D.J. Daddy,notExplicit,1982,230000
C7063,B82191,False,C7063,Nelly Furtado,No Hay Igual,,,2006,219106,B82191,Konsumo Respeto,No Hay Cuartel,Como Te Iba Diciendo…,notExplicit,2014,232000
C16461,B82204,False,C16461,Samael,Western Ground,,,2007,245253,B82204,Arthur Kalb,Mister Grouch,In A Little Red Schoolhouse,notExplicit,2019,96000
C11802,B82253,False,C11802,Jon Hopkins,Autumn Hill,,,2009,160040,B82253,Mizuho Yasuda,Autumn Drizzle,Japan Today: J-Pop & Rock,notExplicit,2015,204000
C11191,B82599,False,C11191,Spiritualized,Stay With Me,,,1997,308160,B82599,Leek OTG,Get Up With Me,Get Up With Me,Explicit,2022,151000
C21145,B82627,False,C21145,The Roots,Tunnel Vision,,,2010,40906,B82627,Angus MacLise,Tunnel music 1,The cloud doctrine,notExplicit,2003,172000
C24206,B82628,False,C24206,Testament,Killing Season,,,2008,292906,B82628,Don Gibson,Lovin' Season,Dottie West & Don Gibson,notExplicit,1969,151000
C898,B82732,False,C898,Marilyn Manson,This Is the New Shit,,,2004,260093,B82732,Anti-Flag,This Is the New Sound (Live),"Live, Vol. 2",notExplicit,2019,166000
C27452,B82796,False,C27452,Digitalism,Taken Away (Instrumental),,,2008,187653,B82796,AZ,Rather Unique (Instrumental),Greatest Beats (Instrumentals),notExplicit,2019,286000
C47095,B82913,False,C47095,Audion,Just Fucking,,,2008,352360,B82913,Barbara Mandrell,Just A Pickin',Masters Of The Last Century: Best of Barbara Mandrell,notExplicit,2014,149000
C28510,B82921,False,C28510,New Order,Guilty Partner,,,1989,288013,B82921,K.Matsuoka,Guilty fangs,DRAGON POKER ORIGINAL SOUNDTRACK 5,notExplicit,2021,219000
C19724,B82932,False,C19724,Scorpions,Alien Nation,,,2006,344040,B82932,The Viceroys,United Nations,Brethren & Sistren,notExplicit,2024,189000
C33125,B83229,False,C33125,Billy Currington,That's How Country Boys Roll,,,2012,225666,B83229,The Johner Brothers,That's How the Boys Play,My Brother and Me,notExplicit,1993,209000
C17724,B83480,False,C17724,The La's,Son of a Gun,,,2001,117173,B83480,Rob Gee,Son of Rob Gee,30 Years Of Rob GEE,notExplicit,2023,263000
C30609,B83523,False,C30609,Dennis Brown,Things In Life,,,1986,211850,B83523,Julien Lavoie,Things I Said,Things I Said,Explicit,2020,226000
C8763,B83525,False,C8763,Perry Como,Magic Moments,,,2013,158786,B83525,Chillout Lounge,Monday Moments,Lofi Chill for Youngsters,notExplicit,2023,197000
C34584,B83553,False,C34584,Scar Symmetry,Radiant Strain,,,2009,255513,B83553,Steve Roach,Radiant Mind,Sense,notExplicit,2014,1369000
C2316,B83600,False,C2316,Cut Copy,Hearts On Fire,,,2008,292560,B83600,Frumious Bandersnatch,Hearts to Cry,The Studio Outtakes,notExplicit,2003,327000
C30609,B83634,False,C30609,Dennis Brown,Things In Life,,,1986,211850,B83634,Brother Culture,Things to See,City of Vibes,notExplicit,2011,224000
C12010,B83695,False,C12010,Dirty Projectors,Useful Chamber,,,2009,388173,B83695,Ivor Cutler,Useful Cat,Velvet Donkey,notExplicit,1975,27000
C5682,B83780,False,C5682,Kaiser Chiefs,Saturday Night,,,2005,206960,B83780,Beachwood Sparks,Nature's Light,The Tarnished Gold,notExplicit,2012,282000
C25988,B83814,False,C25988,The Notwist,Gloomy Planets,,,2008,289840,B83814,IDXO,Gloomy Face,Gloomy Face,notExplicit,2023,190000
C38629,B83836,False,C38629,Caetano Veloso,Triste Bahia,,,1972,584106,B83836,Flor da Serra e Pinheirá,Triste Notícia,Flor da Serra e Pinheirá,notExplicit,1968,147000
C21970,B84166,False,C21970,Sarah Brightman,Misere Mei,,,2003,54659,B84166,Madricale,Miseremini mei,Sempre fidi (Canti sacri è prufani di Corsica),notExplicit,2015,105000
C8242,B84180,False,C8242,Gojira,Flying Whales,,,2016,464453,B84180,Sławek Jaskułke,Flying Flowers,The Son,notExplicit,2019,475000
C38629,B84256,False,C38629,Caetano Veloso,Triste Bahia,,,1972,584106,B84256,Grupo Restauracion,Triste Cancion,"Orando Por Ti, Vol. 4",notExplicit,1998,213000
C24586,B84329,False,C24586,Edguy,Holy Shadows,,,1999,270373,B84329,The Newcranes,Box of Shadows,Frontline,notExplicit,1992,234000
C22995,B84393,False,C22995,Massive Attack,Simple Rules,,,2005,80573,B84393,White Noise,Simply Relaxed,Sleep Therapy: Soothing Winter Vibes,notExplicit,2020,169000
C35513,B84773,False,C35513,My Dying Bride,A Doomed Lover,,,2004,474080,B84773,Deftones,Doomed User,Doomed User,Explicit,2016,267000
C40422,B84790,False,C40422,Ariel Pink's Haunted Graffiti,Flying Circles,,,2006,235933,B84790,Luke Haines,Flying People,All The Kids Are Super Bummed Out,notExplicit,2022,154000
C20350,B84851,False,C20350,Silverstein,American Dream,,,2009,188253,B84851,Cemetary Creeper,Amandas Dream,Piano Tunes 1,notExplicit,2016,144000
C21571,B84872,False,C21571,Samuel Barber,"Adagio for Strings, Op. 11",,,2014,431412,B84872,Antonio Vivaldi,Adagio for strings and organ,Ligonier Sinfonia: Music of the High Baroque 1700-1750,notExplicit,2009,516000
C23060,B84996,False,C23060,Carlos Gardel,Por una cabeza,,,2014,154775,B84996,Ministerio Adoradores de Cristo,Por un Papel,Gloriosos Triunfos,notExplicit,2011,281000
C21207,B85223,False,C21207,Barry White,What Am I Gonna Do With You,,,2009,218986,B85223,The Harden Trio,What Am I Gonna Tell 'Em Now,Sing Me Back Home,notExplicit,1968,167000
C38629,B85268,False,C38629,Caetano Veloso,Triste Bahia,,,1972,584106,B85268,Antônio Carlos Jobim,Triste Alegria,Miúcha & Tom Jobim Vol. 2,notExplicit,2001,125000
C9950,B85277,False,C9950,Skalpel,Flying Officer,,,2005,267160,B85277,Central Band of the Royal Air Force,Flying Review,The Best of The Central Band of the Royal Air Force,notExplicit,2010,196000
C24051,B85437,False,C24051,B.B. King,Ghetto Woman,,,2009,312250,B85437,Bobby Blaze,Ghetto Scholar,The Text,notExplicit,2006,239000
C792,B85472,False,C792,Radiohead,Lotus Flower,,,2011,300219,B85472,Smooth Morning Jazz,Loving Flowers,"Jazz for Smooth Mornings, Vol 3",notExplicit,2020,129000
C23060,B85604,False,C23060,Carlos Gardel,Por una cabeza,,,2014,154775,B85604,José Velazco,Por una Mirada,Cantor Fogonero,notExplicit,2020,211000
C10985,B85609,False,C10985,Zero 7,Seeing Things,,,2006,309786,B85609,Kankick,Seeing Spirits,Outer Xellence (Kan Essentials),notExplicit,2019,174000
C16134,B85647,False,C16134,Chino & Nacho,Niña Bonita,,,2010,215826,B85647,Gerardo Fernandez,"Bonita, Bonita","Bonita, Bonita",notExplicit,2004,176000
C46385,B85653,False,C46385,Babylon Circus,No Competition,,,2008,166760,B85653,DJ Quik,So Compton,The Book of David,Explicit,2011,220000
C24779,B85731,False,C24779,The Smashing Pumpkins,Tristessa,,,1991,212240,B85731,Parada Firme em Jesus,Triste Passado,Amor de Cristo,notExplicit,2019,180000
C24693,B85768,False,C24693,LeAnn Rimes,How Do I Live,,,2012,263786,B85768,Of Mice & Men,How To Survive,EARTHANDSKY,notExplicit,2019,237000
C9594,B85898,False,C9594,Cat Power,Still in Love,,,1996,209733,B85898,mabanua,Simply in love,Simply in love,notExplicit,2023,285000
C13930,B34493,False,C13930,Copeland,No One Really Wins,,,2005,206426,B34493,Inner Life,No Way (Special Club Mix),No Way,notExplicit,1983,500000
C26591,B34507,False,C26591,Symphony X,Out Of The Ashes,,,1997,220266,B34507,DJ Tarkan,Out Of The Ashes (feat. Alexandra McKay),Emotions,notExplicit,2023,212000
C23041,B34589,False,C23041,Clannad,Robin (The Hooded Man),,,1998,169360,B34589,Banda Bostik,Rolando Pacheco Mota del Campo,Hipotecados,notExplicit,2000,263000
C49356,B34837,False,C49356,The Very Best,Warm Heart Of Africa (feat. Ezra Koenig),,,2009,229253,B34837,Nicki Minaj,Bed Of Lies (feat. Skylar Grey),The Pinkprint,Explicit,2014,270000
C14206,B34851,False,C14206,Pavement,Summer Babe (Winter Version),,,2010,195173,B34851,Playdough,Shadow Dance (Lonely Superstar Album Version),Lonely Superstar,notExplicit,2002,265000
C21276,B35025,False,C21276,Massive Attack,Light My Fire (Live),,,1994,195493,B35025,Vineyard Worship,Hungry (Falling On My Knees) (Live),Winds of Worship: Come Now Is the Time (Live),notExplicit,2004,272000
C16155,B35026,False,C16155,Windir,Dance of Mortal Lust,,,2002,344006,B35026,Sonidos De Truenos y Lluvia,Mantra Con Tormentas De Lluvia,Lluvia: La Contemplación Del Agua,notExplicit,2022,151000
C29683,B35337,False,C29683,The Bloody Beetroots,Yeyo (feat. Raw Man),,,2009,210463,B35337,Big Sad 1900,Really That (feat. Chuckstaaa),Percs & Syrup,Explicit,2022,98000
C16760,B35345,False,C16760,Die Apokalyptischen Reiter,Licked by the Tongues of Pride,,,2004,215560,B35345,LEVIATHAN,At the Door to the Tenth Sub Level of Suicide,The Tenth Sub Level Of Suicide,notExplicit,2003,903000
C26789,B35506,False,C26789,Orphaned Land,The Kiss Of Babylon (the Sins),,,2004,443706,B35506,Jah Bull,Out Of Babylon (feat. Baboo),Roots Time (feat. Baboo),notExplicit,2007,104000
C9616,B35783,False,C9616,Flying Lotus,RobertaFlack (feat. Dolly),,,2008,187532,B35783,Dimtonic SA,Zodiac Chants (feat. Jay Blaq),For The Lovers Of Sgija & Dub,notExplicit,2022,421000
C19986,B35785,False,C19986,As I Lay Dying,Behind Me Lies Another Fallen Soldier,,,2003,182986,B35785,Ale Mora,Remind Me (feat. Daramola & Karen Inder),Remind Me (feat. Daramola & Karen Inder),notExplicit,2019,197000
C31077,B35817,False,C31077,Gorillaz,Kids With Guns (Hot Chip Remix),,,2007,429666,B35817,Roni Size,It's a Jazz Thing (Utah Jazz Remix),It's a Jazz Thing / It's a Big up Thing (Remixes),notExplicit,2006,361000
C45458,B36096,False,C45458,Enya,The Spirit of Christmas Past,,,2019,258066,B36096,Top Christmas Songs,Silent Night (Relaxing Christmas Piano Music),Top Christmas Hits - Best Nativity Songs,notExplicit,2015,115000
C15557,B36276,False,C15557,Ennio Morricone,"The Good, the Bad and the Ugly",,,2009,165400,B36276,Hans Zimmer,"The Good, The Bad and The Ugly (From ""The Good, The Bad and The Ugly"")",Blockbuster Movie Soundtracks,notExplicit,2023,174000
C43423,B36354,False,C43423,Saliva,King Of The Stereo,,,2007,222600,B36354,Genesis,Visions Of Angels (2007 Stereo Mix),Trespass (2007 Stereo Mix),notExplicit,1970,412000
C14206,B36565,False,C14206,Pavement,Summer Babe (Winter Version),,,2010,195173,B36565,Peter Reber,"Winterzyt, Wiehnachtszyt (Ninas Version)",Schöni Wiehnachte,notExplicit,2011,48000
C18345,B36700,False,C18345,Peeping Tom,Getaway (feat. Kool Keith),,,2006,202333,B36700,Native Kyng,My Own Thang (feat. DramaveliBeatz),Still I Rise E.P,Explicit,2023,183000
C29729,B36759,False,C29729,Sub Focus,Could This Be Real (Joker Remix),,,2010,251640,B36759,Anne Savage,I Need U (Anne Savage & Tom Berry Remix),Full Throttle,notExplicit,2020,362000
C39015,B7958,False,C39015,Lightning Bolt,No Rest for the Obsessed,,,2008,130386,B7958,Bad Eight18teen,Lonely (feat. Oz The Oddz & 99blessed),Lonely (feat. 99blessed & Oz The Oddz),Explicit,2020,195000
C18345,B8121,False,C18345,Peeping Tom,Getaway (feat. Kool Keith),,,2006,202333,B8121,IV Conerly,Let It Burn (feat. The Chocolate Knox),The Unknown God,notExplicit,2018,260000
C14206,B8217,False,C14206,Pavement,Summer Babe (Winter Version),,,2010,195173,B8217,The Cranberries,Linger (BBC Radio 1 John Peel Session),"Everybody Else Is Doing It, So Why Can't We? (Super Deluxe)",notExplicit,1993,206000
C41833,B9763,False,C41833,Frank Sinatra,Nancy (With The Laughing Face),,,2013,199079,B9763,Budda Mack,Lonely (feat. YOS & Running Fugitives),Lonely (feat. YOS & Running Fugitives),Explicit,2020,194000
C12266,B12072,False,C12266,65daysofstatic,When We Were Younger & Better,,,2012,414306,B12072,The Dave Clark Five,What Is There to Say (2019 - Remaster),Coast to Coast (2019 - Remaster),notExplicit,2019,110000
C22834,B12434,False,C22834,MSTRKRFT,It Ain't Love (Feat. Lil' Mo),,,2009,220613,B12434,DoggyStyleeee,Say It Witcha Chest (feat. Snoop Dogg),All Doggs Go To Heaven,Explicit,2023,183000
C8749,B13038,False,C8749,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow!,,,2012,158000,B13038,Anna Puu,Let It Snow! (Vain elämää kausi 14),Let It Snow! (Vain elämää kausi 14),notExplicit,2023,168000
C6257,B14485,False,C6257,ABBA,"Money, Money, Money",,,2003,185706,B14485,Maqueque,"Monkey See, Monkey Do (feat. Maqueque)",On Firm Ground/Tierra Firme,notExplicit,2019,286000
C18487,B15953,False,C18487,Children of Bodom,If You Want Peace... Prepare For War,,,2005,237640,B15953,Coldzy,If You Said So (feat. 2Pillz & Wxrdie),If You Said So (feat. Wxrdie & 2Pillz),notExplicit,2020,157000
C39292,B16514,False,C39292,The Future Sound of London,"Papua New Guinea (12"" Version)",,,1992,302626,B16514,Lizard,Psychopuls #002 Pt. 1&2 (live version),Tales From The Artichoke Wood,notExplicit,2005,543000
C29443,B16741,False,C29443,The Toxic Avenger,Escape (The Bloody Beetroots Remix),,,2011,279706,B16741,Jamesy P,Nookie (M.I.A & Jabba Masteroom Remix),Nookie,notExplicit,2005,217000
C1832,B16766,False,C1832,Bob Dylan,Shelter from the Storm,,,1976,329000,B16766,Original Broadway Cast: Seussical: The Musical,"I Feel Pretty (From ""West Side Story"")",The Best Songs from Musicals,notExplicit,2015,179000
C42092,B17771,False,C42092,Spice Girls,Viva Forever (Tony Rich Remix),,,1998,321400,B17771,Above & Beyond,Losing Ground (ABGT541) (Rinzen Remix),Group Therapy 541,notExplicit,2023,363000
C22560,B18056,False,C22560,Lords of Acid,I Sit On Acid (Soulwax remix),,,2017,179546,B18056,Plus Staples,I Feel The Friction (Modular Bass Mix),I feel the friction,notExplicit,2009,267000
C9577,B18241,False,C9577,Gil Scott-Heron,I Think I'll Call It Morning,,,2010,209306,B18241,Albany,I Told My Mom I Will Neva Stop Shining,Sad Volumes I,notExplicit,2017,153000
C21131,B18388,False,C21131,Mariah Carey,Miss You Most (At Christmas Time),,,1994,271600,B18388,HWIHYUN,I Miss You (Inst.) (보고 싶은 날이야 (Inst.)),I Miss You (보고 싶은 날이야),notExplicit,2021,205000
C776,B19142,False,C776,Bon Jovi,Wanted Dead or Alive,,,2010,308560,B19142,Benedetto Ghiglia,Wanted (Orchestra e coro / Mix stereo),Adios Gringo (Original Motion Picture Soundtrack),notExplicit,2016,98000
C29544,B19380,False,C29544,The Bloody Beetroots,Romborama (feat. All Leather),,,2009,222106,B19380,WDR Big Band,Always Forward (feat. Marshall Gilkes),Always Forward,notExplicit,2018,521000
C15673,B19430,False,C15673,Safri Duo,Played-A-Live (The Bongo Song),,,2002,405600,B19430,Natasha Bure,Cry Me A River (The Voice Performance),Cry Me A River (The Voice Performance),notExplicit,2016,143000
C3319,B19801,False,C3319,Rita Ora,I Will Never Let You Down,,,2014,202482,B19801,Ruby Turner,I Will Hold On (Live at Ronnie Scotts),Live At Ronnie Scotts,notExplicit,2007,521000
C29544,B24114,False,C29544,The Bloody Beetroots,Romborama (feat. All Leather),,,2009,222106,B24114,Marshall Gilkes,Always Forward (feat. Marshall Gilkes),Always Forward,notExplicit,2018,521000
C13248,B24876,False,C13248,Sum 41,Angels With Dirty Faces,,,2004,143293,B24876,Vicetone,Angels (Radio Edit) (feat. Kat Nestel),Angels (Radio Edit) (feat. Kat Nestel),notExplicit,2015,215000
C9672,B25042,False,C9672,Diana Krall,I Love Being Here With You,,,1995,220093,B25042,Martine Bazelais,I Love Him & I Adore Him (French Song),Praises to the Highest,notExplicit,2015,194000
C17492,B26037,False,C17492,George Strait,All My Ex's Live In Texas,,,2011,197933,B26037,Within Temptation,Say My Name (Elements Live in Concert),Let Us Burn (Elements & Hydra Live in Concert),notExplicit,2014,247000
C45834,B26954,False,C45834,Enigma,Age Of Loneliness (Enigmatic Club Mix),,,2001,250440,B26954,Nick Colon,Broken (Tst Post Office Club Mix),Broken,notExplicit,2018,378000
C31312,B27417,False,C31312,Peeping Tom,Caipirinha (feat. Bebel Gilberto),,,2006,166866,B27417,Spray Allen,Judith's Revenge (feat. Angelnumber 8),Needful Things,Explicit,2022,215000
C17814,B27527,False,C17814,Quiet Riot,Metal Health (Bang Your Head),,,2008,412573,B27527,Tweet,"Sexual Healing (Oops, Pt. 2) (Amended)",Southern Hummingbird,notExplicit,2002,287000
C39183,B28449,False,C39183,Aphex Twin,Ventolin (Video Edit),,,1995,269253,B28449,Scarlet,Angels Unite (Godlike Music Port Edit),Angels Unite,notExplicit,2012,189000
C1019,B29320,False,C1019,Jimi Hendrix,Voodoo Child (Slight Return),,,2001,313200,B29320,Alison Moyet,Hoodoo (Single Version; 2016 Remaster),Hoodoo (Deluxe Version),notExplicit,1991,247000
C32485,B29606,False,C32485,Kaiser Chiefs,Always Happens Like That,,,2008,192840,B29606,Tiësto,Always Near (Extended Tiësto Beat Mix),Kaleidoscope: Remixed,notExplicit,2019,360000
C4345,B30145,False,C4345,The Magic Numbers,"I See You, You See Me",,,2009,360826,B30145,4 Strings,I Feel You (Nord Horizon Extended Mix),I Feel You (Nord Horizon Remix),notExplicit,2020,396000
C40934,B30395,False,C40934,Ace of Base,"Always Have, Always Will",,,1998,224440,B30395,Rex Orange County,Always (Live at Radio City Music Hall),Live at Radio City Music Hall,notExplicit,2020,371000
C33373,B31332,False,C33373,Brooks & Dunn,Rock My World (Little Country Girl),,,2009,221773,B31332,ApologetiX,"Stupid World (Parody of ""Stupid Girl"")",Apologetix Classics: 90's,notExplicit,2010,220000
C8320,B32481,False,C8320,Black Sabbath,Am I Going Insane (Radio),,,1975,256733,B32481,Animal Crossing Lofi Hiphop Chill Music,Animal Crossing Instrumentals Playlist,Lo fi Chillhop Animal Crossing Playlist - Chill HipHop Playlist,notExplicit,2022,73000
C2940,B32504,False,C2940,múm,We Have a Map of the Piano,,,2002,319760,B32504,Kris Kristofferson,Me and Paul (Live at the Philharmonic),Live at the Philharmonic,notExplicit,1992,170000
C903,B33217,False,C903,Whitesnake,Here I Go Again,,,2010,231813,B33217,Minniva,Here I Go Again (feat. Quentin Cornet),Here I Go Again (feat. Quentin Cornet),notExplicit,2020,235000
C15370,B33441,False,C15370,Mogwai,Summer (Priority Version),,,1997,208080,B33441,Coil,Cosmic Disaster (Prescription Edition),Astral Disaster Sessions Un/Finished Musics (Prescription Edition),notExplicit,1999,846000
C11075,B33672,False,C11075,Kleerup,Until We Bleed (feat. Lykke Li),,,2008,264040,B33672,MIYAVI,What's My Name? (feat. Ichiro Yoshida),What's My Name? - EP,notExplicit,2011,177000
C3327,B34422,False,C3327,Nine Inch Nails,Lights in the Sky,,,2008,209637,B34422,Cam'ron & Vado,"Lights, Camera, Action (feat. Skylynn)",Gunz N' Butta,Explicit,2011,190000
C18345,B34836,False,C18345,Peeping Tom,Getaway (feat. Kool Keith),,,2006,202333,B34836,Jr Crown,Street Luv (feat. Yella Yurz & Kenjie),Street Luv (feat. Yella Yurz & Kenjie),Explicit,2023,217000
C11075,B35768,False,C11075,Kleerup,Until We Bleed (feat. Lykke Li),,,2008,264040,B35768,Classmatic,Lately (Terrace Mix) (feat. Leah Rose),Lately,notExplicit,2023,333000
C42274,B35818,False,C42274,Adam Steffey,One More For The Road,,,2009,238760,B35818,"Original Broadway Cast of Bring in 'da Noise, Bring in 'da Funk",Street Corner Symphony: Them Conkheads,"Bring in 'da Noise, Bring in 'da Funk (Original Broadway Cast Recording)",notExplicit,1995,147000
C46091,B19571,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B19571,Be Bop Deluxe,"Modern Music: Modern Music/Dancing In The Moonlight (All Alone)/Honeymoon On Mars/Lost In The Neon World/Dance Of The Uncle Sam Humanoids/Modern Music (Reprise) (BBC Radio1 ""In Concert"", Hammersmith Odeon, London, 2 October 1976)",Modern Music (Deluxe Edition),notExplicit,2019,766000
C46091,B51519,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B51519,Orchestre de l'Opéra de Paris,"Carmen, Act 2: ""Holà Carmen! Holà! Holà!"" (Zuniga, José, Carmen, Dancaïre, Remendado) (feat. Jacques Mars, Jean-Paul Vauquelin, Maurice Maievski & Nicolai Gedda)",Bizet: Carmen (1964 - Prêtre) - Callas Remastered,notExplicit,2014,294000
C46091,B50809,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B50809,Plácido Domingo,"Samson et Dalila, Op. 47, Act 3: ""Guidez ses pas vers le milieu du temple"" (Le Grand-Prêtre, Samson, Les Philistins, Dalila) (feat. Alain Fondary, Choeur de l'Opéra Bastille, Plácido Domingo & Waltraud Meier)",Samson Et Dalila Chung,notExplicit,2008,263000
C46091,B65680,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B65680,Camille Saint-Saëns,"Samson et Dalila, Op. 47, Act 1: ""Seigneur ! La troupe furieuse"" (Un messager Philistin, 1er et 2ème Philistins, Le Grand-Prêtre) (feat. Alain Fondary, Christian Papis, Daniel Galvez-Vallejo & François Harismendy)",Samson Et Dalila Chung,notExplicit,2008,169000
C46486,B45251,False,C46486,The Suicide Machines,Rebellion Is on the Clearance Rack (And I Think I Like It),,,2005,108493,B45251,Sugar Soul,Garden (2nd Nov. 2000 <TOYO EIWA JOGAKUIN>) - Garden (2nd Nov. 2000 <TOYO EIWA JOGAKUIN),Sugar Soul Live Balance,notExplicit,2007,252000
C21034,B43938,False,C21034,Stevie Wonder,I Believe (When I Fall in Love It Will Be Forever),,,2000,293066,B43938,モモタロス ウラタロス キンタロス リュウタロス（CV．関 俊彦・遊佐浩二・てらそままさき・鈴村健一）,Double-Action CLIMAX form(モモ･ウラ･キン･リュウ･デネブ セリフver.) - Double-Action CLIMAX form(Momo Ura Kin Ryu Deneb Serif ver),Double-Action CLIMAX form,notExplicit,2008,256000
C4914,B37732,False,C4914,Beatsteaks,What's Coming Over You,,,2004,195000,B37732,Off Jumpol,What's Zabb (เพลงประกอบซีรีส์ Cooking Crush อาหารเป็นยังไงครับหมอ),What's Zabb,notExplicit,2023,205000
C46091,B78223,False,C46091,Bandits of the Acoustic Revolution,They Provide the Paint for the Picture-Perfect Masterpiece That You Will Paint on the Insides of Your Eyelids,,,2002,219840,B78223,Mady Mesplé,"La vie parisienne, Act 1: Chœur. ""À Paris, nous arrivons en masse"" - ""Je suis Brésilien, j'ai de l'or"" (Gardefeu, Le Baron, La Baronne, Le Brésilien, Chœur) (feat. Christiane Château, Chœur du Capitole de Toulouse, Jean-Christophe Benoît & Luis Masson)",Offenbach: La vie parisienne,notExplicit,2023,331000
