source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
C41424,B95135,Alesana,In Her Tomb By The Sounding Sea,ALEPH,A Star Within You,alesana in her tomb by the sounding sea 2010,aleph a star within you 2020,0.364,-1
C34751,B28823,Coldplay,Things I Don't Understand,Coldcut,"Broken Light (feat. Nono Nkoane, Thabang Tabane, Gally Ngoveni & Tenderlonious)",coldplay things i don't understand 2005,"coldcut broken light (feat. nono nkoane, thabang tabane, gally ngoveni & tenderlonious) 2020",0.25,-1
C40437,B18556,Summer Camp,Nobody Knows You,Sugar Minott,Simple As That,summer camp nobody knows you 2011,sugar minott simple as that 2011,0.333,-1
C12345,B61098,Johnny Cash,I Walk the Line,Johnny Cash,I Walk The Line (1988 Version),johnny cash i walk the line 2007,johnny cash i walk the line (1988 version) 2008,0.66,0
C2240,B60130,Madonna,Frozen,Manu DPrete,Figureheads,madonna frozen 2009,manu dprete figureheads 2024,0.357,-1
C1852,B96914,The Smiths,Asleep,The Esquires,Things Won't Be the Ame,the smiths asleep 1987,the esquires things won't be the ame 2016,0.317,-1
C32357,B40494,The xx,I Dare You,THE KAIJU BAND,Scream (feat. (sic)boy),the xx i dare you 2017,the kaiju band scream (feat. (sic)boy) 2024,0.302,-1
C12345,B66391,Johnny Cash,I Walk the Line,Johnny Cash,I Walk the Line,johnny cash i walk the line 2007,johnny cash i walk the line 2008,0.969,1
C17889,B20690,Tool,Pneuma,Tom Polo,Follow Me,tool pneuma 2019,tom polo follow me 2023,0.391,-1
C41249,B97868,ABBA,Like An Angel Passing Through My Room,ABBA,Like An Angel Passing Through My Room,abba like an angel passing through my room 1981,abba like an angel passing through my room 1981,1.0,1
C8990,B90001,The Cinematic Orchestra,Ode to the Big Sea,The Paris Sisters,What Am I to Do ?,the cinematic orchestra ode to the big sea 2008,the paris sisters what am i to do ? 2020,0.34,-1
C382,B5591,Paramore,That's What You Get,Party Tyme Karaoke,"Forget About The Boy (Made Popular By ""Thoroughly Modern Millie"") [Karaoke Version]",paramore that's what you get 2008,"party tyme karaoke forget about the boy (made popular by ""thoroughly modern millie"") [karaoke version] 2018",0.206,-1
C15334,B95486,Ludovico Einaudi,Le Onde,Ludovico Einaudi,Monday,ludovico einaudi le onde 1996,ludovico einaudi monday 2006,0.724,0
C241,B61230,Radiohead,Street Spirit (Fade Out),Raaban,Island,radiohead street spirit (fade out) 1996,raaban island 2023,0.179,-1
C8014,B49949,Bullet for My Valentine,End Of Days,Bury Tomorrow,Garden of Thorns (Track Commentary),bullet for my valentine end of days 2008,bury tomorrow garden of thorns (track commentary) 2014,0.352,-1
C13637,B11670,Black Flag,Damaged II,Blood Raw,What It Do (feat. Lil Buddy),black flag damaged ii 1981,blood raw what it do (feat. lil buddy) 2014,0.256,-1
C17752,B60924,U2,Silver and Gold,U2,Silver And Gold,u2 silver and gold 1987,u2 silver and gold 1987,1.0,1
C6204,B26209,Mariah Carey,Always Be My Baby,Mariah Carey,Always Be My Baby,mariah carey always be my baby 1995,mariah carey always be my baby 1995,1.0,1
C21145,B78896,The Roots,Tunnel Vision,The Roots,Tunnel Vision,the roots tunnel vision 2010,the roots tunnel vision 2010,1.0,1
C32320,B9310,The Faint,Casual Sex,The Worship Crew,Heaven Is Counting on You,the faint casual sex 1999,the worship crew heaven is counting on you 2011,0.234,-1
C11350,B70240,Enya,Trains and Winter Rains,Enya,Trains and Winter Rains,enya trains and winter rains 2009,enya trains and winter rains 2009,1.0,1
C692,B33139,Red Hot Chili Peppers,Easily,Red Hot Chili Peppers,Savior,red hot chili peppers easily 1999,red hot chili peppers savior 1999,0.879,1
C49888,B67065,Frank Sinatra,Spring Is Here,Frank Sinatra,Spring Is Here,frank sinatra spring is here 2013,frank sinatra spring is here 2019,0.97,1
C16328,B76550,Watain,Black Salvation,Wataru Fujiwara,Autumn,watain black salvation 2003,wataru fujiwara autumn 2020,0.407,-1
C2240,B26761,Madonna,Frozen,Matt Robertson,Almost Lost Forever,madonna frozen 2009,matt robertson almost lost forever 2017,0.308,-1
C39594,B38545,Black Grape,In The Name Of The Father,Black Grape,In The Name Of The Father,black grape in the name of the father 1995,black grape in the name of the father 1995,1.0,1
C17494,B77432,The Jesus and Mary Chain,It's So Hard,The Kit Kats,That's the Way,the jesus and mary chain it's so hard 1985,the kit kats that's the way 1999,0.405,-1
C21436,B83931,Garbage,Hammering in My Head,Garbage,Hammering In My Head,garbage hammering in my head 1998,garbage hammering in my head 1998,1.0,1
C24557,B4783,Municipal Waste,Wolves of Chernobyl,Mutual Benefit,Little Ways,municipal waste wolves of chernobyl 2009,mutual benefit little ways 2023,0.3,-1
C19518,B74925,Godsmack,The Awakening,Gonzalo Sacc,Awakening,godsmack the awakening 2003,gonzalo sacc awakening 2021,0.593,-1
C16815,B78103,Mat Kearney,Closer To Love,Max Minelli,We Run Dis (feat. Russell Lee),mat kearney closer to love 2009,max minelli we run dis (feat. russell lee) 2003,0.298,-1
C33027,B35156,Blake Shelton,Ol' Red,Blancarte,Zodiaco,blake shelton ol' red 2010,blancarte zodiaco 2022,0.308,-1
C17494,B24801,The Jesus and Mary Chain,It's So Hard,The Jesus And Mary Chain,Upside Down,the jesus and mary chain it's so hard 1985,the jesus and mary chain upside down 2008,0.667,0
C20075,B898,The Word Alive,How To Build An Empire,The Countdown Kids,Little Bunny Foo-Foo,the word alive how to build an empire 2009,the countdown kids little bunny foo-foo 2007,0.318,-1
C21124,B25525,The Dramatics,In the Rain,The Paynes,Angels Step Back,the dramatics in the rain 2010,the paynes angels step back 1999,0.312,-1
C1852,B35574,The Smiths,Asleep,The Smiths,Asleep,the smiths asleep 1987,the smiths asleep 1987,1.0,1
C4090,B32031,The Starting Line,Island,The Rolling Stones,Coming Down Again,the starting line island 2007,the rolling stones coming down again 1973,0.341,-1
C1221,B66124,The Verve,Sonnet,The Sound Of Musicals,"Circle of Life (From the Musical ""The Lion King"")",the verve sonnet 1997,"the sound of musicals circle of life (from the musical ""the lion king"") 2017",0.184,-1
C14162,B36994,Cake,Shadow Stabbing,Cake,Shadow Stabbing,cake shadow stabbing 2001,cake shadow stabbing 2001,1.0,1
C35228,B73700,The Used,On The Cross,The Answer,Snakes of Christ,the used on the cross 2009,the answer snakes of christ 2014,0.469,-1
C6864,B46701,Tori Amos,Silent All These Years,Tory Lanez,Shadow Soul,tori amos silent all these years 2012,tory lanez shadow soul 2021,0.297,-1
C43416,B27192,Sevendust,Broken Down,Sevendust,Follow,sevendust broken down 2003,sevendust follow 2001,0.654,0
C43388,B13398,King Dude,Bottomless Pit,Kimya Dawson,Smoothie,king dude bottomless pit 2014,kimya dawson smoothie 2008,0.31,-1
C11350,B33905,Enya,Trains and Winter Rains,Enmicasa,Street Code [Instrumental] (feat. B-Real & Zed - Chemical Studio Productions),enya trains and winter rains 2009,enmicasa street code [instrumental] (feat. b-real & zed - chemical studio productions) 2009,0.275,-1
C15147,B33752,Shinedown,Her Name is Alice,Shaârghot,Shadows,shinedown her name is alice 2010,shaârghot shadows 2019,0.312,-1
C35840,B66456,Black Sabbath,Shadow Of The Wind,Black Pumas,Colors (Live in Studio),black sabbath shadow of the wind 2007,black pumas colors (live in studio) 2020,0.325,-1
C26106,B91629,M83,Sister (Part 1),M83,Sister (Part 1),m83 sister (part 1) 2007,m83 sister (part 1) 2007,1.0,1
C36081,B39135,Elvis Presley,I Need Your Love Tonight,Elvis Presley,I Need Your Love Tonight (Live),elvis presley i need your love tonight 2011,elvis presley i need your love tonight (live) 1959,0.8,1
C11354,B86658,Enya,Tempus Vernum,Enya,Tempus Vernum,enya tempus vernum 2000,enya tempus vernum 2000,1.0,1
C49888,B39282,Frank Sinatra,Spring Is Here,Frank Sinatra,Jingle Bells,frank sinatra spring is here 2013,frank sinatra jingle bells 2014,0.667,0
C32100,B657,The Stylistics,People Make The World Go Round,The Punters,Galway Girl,the stylistics people make the world go round 2013,the punters galway girl 2010,0.32,-1
C36081,B39482,Elvis Presley,I Need Your Love Tonight,Elvis Presley,I Need Your Love Tonight,elvis presley i need your love tonight 2011,elvis presley i need your love tonight 2018,0.977,1
C32830,B77300,The Shadows,Man of Mystery,The Shadows,Man of Mystery,the shadows man of mystery 2011,the shadows man of mystery 2011,1.0,1
C9822,B97668,Steely Dan,East St. Louis Toodle-Oo,Strueres,Around the World (Instrumental Version),steely dan east st. louis toodle-oo 1985,strueres around the world (instrumental version) 2013,0.245,-1
C26760,B59434,Pain of Salvation,People Passing By,Pain of Salvation,People Passing By,pain of salvation people passing by 1997,pain of salvation people passing by 1997,1.0,1
C39952,B1050,The Mount Fuji Doomjazz Corporation,Castles By The Sea,Thebridies,Do You Love An Apple,the mount fuji doomjazz corporation castles by the sea 2009,thebridies do you love an apple 2010,0.288,-1
C14162,B44801,Cake,Shadow Stabbing,Capricorn,I Need Love (Original Instrumental Version),cake shadow stabbing 2001,capricorn i need love (original instrumental version) 2013,0.241,-1
C35681,B65218,Paradise Lost,Frozen Illusion,Patricia Conroy,It's Almost Christmas,paradise lost frozen illusion 1990,patricia conroy it's almost christmas 2021,0.238,-1
C3145,B62652,Air,Mer du Japon,Air,Mer du Japon,air mer du japon 2007,air mer du japon 2007,1.0,1
C19027,B97430,Napalm Death,Suffer The Children,Native American Flute,Native American Health Meditation and Flute,napalm death suffer the children 1991,native american flute native american health meditation and flute 2023,0.229,-1
C2895,B32997,Massive Attack,Girl I Love You,Mark Funk,Let Me Ride,massive attack girl i love you 2010,mark funk let me ride 2018,0.343,-1
C14672,B59805,Kendrick Lamar,Ignorance Is Bliss,Kelli Sae,Son Of A Gun,kendrick lamar ignorance is bliss 2010,kelli sae son of a gun 2012,0.368,-1
C43489,B77422,Soil,My Own,SOZO Sleep,This I Believe (The Creed),soil my own 2001,sozo sleep this i believe (the creed) 2018,0.214,-1
C26508,B17672,Korn,I Will Protect You,KoolSax,Beyond the Sunset,korn i will protect you 2007,koolsax beyond the sunset 2015,0.233,-1
C35995,B15984,Elvis Presley,"I Want You, I Need You, I Love You",Elvis Presley,I Want You I Need You,"elvis presley i want you, i need you, i love you 2014",elvis presley i want you i need you 2022,0.717,0
C8719,B78042,Frank Sinatra,Jingle Bells,Frank Sinatra,Spring Is Here,frank sinatra jingle bells 2013,frank sinatra spring is here 2013,0.697,0
C11132,B29937,Enya,Fallen Embers,Enya,Fallen Embers,enya fallen embers 2000,enya fallen embers 2020,0.957,1
C7626,B97877,Rage Against the Machine,Maggie's Farm,Rayven Justice,Missing You,rage against the machine maggie's farm 2000,rayven justice missing you 2020,0.349,-1
C49888,B40534,Frank Sinatra,Spring Is Here,Frank Sinatra,Jingle Bell,frank sinatra spring is here 2013,frank sinatra jingle bell 2021,0.667,0
C34480,B82088,Therion,Thor,Therion,Anthem,therion thor 2005,therion anthem 2018,0.684,0
C32320,B57136,The Faint,Casual Sex,The Broadside Singers,Father's Grave - For Cordell Reagon,the faint casual sex 1999,the broadside singers father's grave - for cordell reagon 1964,0.274,-1
C28458,B96651,The Jam,Pretty Green,The Matchmakers,Lovers’ Congreation,the jam pretty green 1980,the matchmakers lovers’ congreation 2014,0.35,-1
C7628,B63840,Anthrax,Indians,Anthrax,Finale,anthrax indians 2001,anthrax finale 2005,0.7,0
C31753,B83736,Blood Red Shoes,Heartsink,Blood Red Shoes,Heartsink,blood red shoes heartsink 2010,blood red shoes heartsink 2010,1.0,1
C5779,B91425,The Fray,Little House,The Mowgli’s,Spiderweb,the fray little house 2005,the mowgli’s spiderweb 2016,0.333,-1
C4805,B28005,Elliott Smith,Almost Over,Elliott Smith,Almost Over,elliott smith almost over 2007,elliott smith almost over 2007,1.0,1
C2371,B35804,Ladytron,Destroy Everything You Touch,Laylow215,"Secreto de Ayer (feat. Nova ""La Amenaza"")",ladytron destroy everything you touch 2005,"laylow215 secreto de ayer (feat. nova ""la amenaza"") 2019",0.268,-1
C9736,B79403,Joni Mitchell,Amelia,Jonathan Peyton,Denial,joni mitchell amelia 1976,jonathan peyton denial 2024,0.296,-1
C28458,B85140,The Jam,Pretty Green,The Who,Behind Blue Eyes (New York Record Plant Sessions / 1971 / Version 1 / Take 15 / Remastered 2022),the jam pretty green 1980,the who behind blue eyes (new york record plant sessions / 1971 / version 1 / take 15 / remastered 2022) 2023,0.147,-1
C1221,B85147,The Verve,Sonnet,The Buck Pets,Pearls,the verve sonnet 1997,the buck pets pearls 1990,0.4,-1
C8719,B35729,Frank Sinatra,Jingle Bells,Francine Chantereau,Jingle Bells,frank sinatra jingle bells 2013,francine chantereau jingle bells 2012,0.676,0
C12345,B62415,Johnny Cash,I Walk the Line,Johnny Cash,I Walk the Line,johnny cash i walk the line 2007,johnny cash i walk the line 2014,0.938,1
C2177,B54390,Ellie Goulding,Starry Eyed,Ellie Goulding,Figure 8,ellie goulding starry eyed 2010,ellie goulding figure 8 2012,0.677,0
C3195,B92244,Beck,Emergency Exit,Ben Allen Band,Loving You Right Now,beck emergency exit 2005,ben allen band loving you right now 2017,0.25,-1
C32357,B62217,The xx,I Dare You,The Zame,Battle! (Champion Cynthia),the xx i dare you 2017,the zame battle! (champion cynthia) 2023,0.3,-1
C17430,B34998,The Jesus and Mary Chain,Inside Me,The Funeral Portrait,Flowers in the Attic,the jesus and mary chain inside me 1985,the funeral portrait flowers in the attic 2018,0.304,-1
C6864,B37748,Tori Amos,Silent All These Years,Tori Amos,Silent All These Years,tori amos silent all these years 2012,tori amos silent all these years 2012,1.0,1
C4201,B28895,Art Brut,Modern Art,Art Brut,Modern Art,art brut modern art 2005,art brut modern art 2005,1.0,1
C26760,B62452,Pain of Salvation,People Passing By,Paris Music,Grease Megamix (Originally Performed By Jive Bunny) [Karaoke Version],pain of salvation people passing by 1997,paris music grease megamix (originally performed by jive bunny) [karaoke version] 2014,0.244,-1
C20075,B76022,The Word Alive,How To Build An Empire,The Brew,Johnny Moore,the word alive how to build an empire 2009,the brew johnny moore 2016,0.381,-1
C648,B50223,The Subways,Rock & Roll Queen,The 60's Pop Band,Please Mr. Postman,the subways rock & roll queen 2005,the 60's pop band please mr. postman 2015,0.341,-1
C17494,B90214,The Jesus and Mary Chain,It's So Hard,The Mavericks,What A Crying Shame,the jesus and mary chain it's so hard 1985,the mavericks what a crying shame 1999,0.357,-1
C44174,B3076,Danzig,Killer Wolf,Dark Side of the Moon A Cappella,Us and Them,danzig killer wolf 1990,dark side of the moon a cappella us and them 2005,0.184,-1
C32357,B7000,The xx,I Dare You,Thunder,Monkey See Monkey Do,the xx i dare you 2017,thunder monkey see monkey do 2005,0.333,-1
C9006,B98449,Miles Davis,Rocker,Mike Clifford,How To Murder Your Wife,miles davis rocker 2013,mike clifford how to murder your wife 2011,0.286,-1
C1221,B22294,The Verve,Sonnet,The Duprees,Beyond the Sea,the verve sonnet 1997,the duprees beyond the sea 2012,0.355,-1
C24268,B91177,The Sword,Lament for the Aurochs,The Relaxation Masters,Nature Music Relaxation,the sword lament for the aurochs 2006,the relaxation masters nature music relaxation 2014,0.294,-1
C535,B79504,Coldplay,What If,Count Baldor,This Is One DJ You Don't Want To Fuck With,coldplay what if 2005,count baldor this is one dj you don't want to fuck with 2020,0.217,-1
C17776,B67978,Madonna,You'll See,Mando Diao,Gloria (Bassflow Remake),madonna you'll see 1995,mando diao gloria (bassflow remake) 2009,0.3,-1
C13289,B67797,The Libertines,The Good Old Days,The Boss Band,Tunnel Of Love,the libertines the good old days 2002,the boss band tunnel of love 2011,0.351,-1
C47998,B18168,This Providence,Losing Control,The Countdown Kids,Nobody Likes Me,this providence losing control 2006,the countdown kids nobody likes me 2008,0.282,-1
C41326,B73805,Our Last Night,This Is Your Lifesaver,Our Last Night,This Is Your Lifesaver,our last night this is your lifesaver 2008,our last night this is your lifesaver 2008,1.0,1
C38529,B48647,The Rolling Stones,Coming Down Again,Thai,No Way Out (feat. Mac G),the rolling stones coming down again 1973,thai no way out (feat. mac g) 2012,0.244,-1
C23374,B10083,Misfits,Blacklight,Michael Learns To Rock,Lonely Satellite,misfits blacklight 1997,michael learns to rock lonely satellite 2008,0.205,-1
C28894,B87052,deadmau5,Strobe (Club Edit),deadmau5,Brazil (2nd Edit),deadmau5 strobe (club edit) 2014,deadmau5 brazil (2nd edit) 2014,0.688,0
C648,B488,The Subways,Rock & Roll Queen,The Turtles,All My Problems,the subways rock & roll queen 2005,the turtles all my problems 1966,0.353,-1
C17494,B37958,The Jesus and Mary Chain,It's So Hard,The Sandpipers,Bridge Washed Out (feat. Gary Lane & Chris Beckett),the jesus and mary chain it's so hard 1985,the sandpipers bridge washed out (feat. gary lane & chris beckett) 2016,0.254,-1
