source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
A1547,B7911,David Guetta,Dangerous (feat. Sam Martin),Danny Boy,If You Were Mine,david guetta dangerous (feat. sam martin) 2014,danny boy if you were mine 2023,0.326,-1
A2052,B24592,Mat Kearney,Closer to Love,Marine,Animal In My Head,mat kearney closer to love 2009,marine animal in my head 2004,0.355,-1
A6059,B23654,Madonna,Frozen,Mad Lighters,Sunset,madonna frozen 1998,mad lighters sunset 2014,0.25,-1
A7128,B38450,David Bowie,Modern Love,Daniel Caesar,Streetcar,david bowie modern love 1983,daniel caesar streetcar 2015,0.179,-1
A2460,B67750,Santigold,L.E.S. Artistes,SALTNPAPER,Ending,santigold l.e.s. artistes 2008,saltnpaper ending 2016,0.3,-1
A3839,B13234,Daughtry,What About Now,Dami Àlvarez,I Know,daughtry what about now 2006,dami àlvarez i know 2022,0.321,-1
A4060,B98749,Jana Kramer,Why Ya Wanna,Jamaster A,Pepper Man 1999 (Raving Drummer Remix),jana kramer why ya wanna 2012,jamaster a pepper man 1999 (raving drummer remix) 2006,0.278,-1
A3740,B36968,Daughtry,What About Now,David Garfield,Pirate's Cove (feat. Dan Fornero & Eric Marienthal),daughtry what about now 2006,david garfield pirate's cove (feat. dan fornero & eric marienthal) 2021,0.211,-1
A6944,B84693,Leona Lewis,Here I Am,Le piccole ore,Estate Malandrina,leona lewis here i am 2007,le piccole ore estate malandrina 2006,0.324,-1
A5771,B73587,The Archies,"Sugar, Sugar",The Archies,"Sugar, Sugar","the archies sugar, sugar 1969","the archies sugar, sugar 1969",1.0,1
A1678,B71318,Toby Keith,Wish I Didn't Know Now,Tony Blonko,Looking for Me,toby keith wish i didn't know now 1993,tony blonko looking for me 2021,0.263,-1
A5771,B73029,The Archies,"Sugar, Sugar",The Murder City Devils,Johnny Thunders,"the archies sugar, sugar 1969",the murder city devils johnny thunders 1998,0.349,-1
A80,B86591,Michael Jackson,Man In the Mirror,Michael Silverman,Flying,michael jackson man in the mirror 1987,michael silverman flying 2013,0.368,-1
A80,B27675,Michael Jackson,Man In the Mirror,Mina Mazzini,"Let Me Go (Lassame, Remastered)",michael jackson man in the mirror 1987,"mina mazzini let me go (lassame, remastered) 2013",0.204,-1
A9118,B92971,The Beach Boys,"Dance, Dance, Dance",The Tibetan Monks,Nature Ambience,"the beach boys dance, dance, dance 1965",the tibetan monks nature ambience 2018,0.359,-1
A895,B44538,Madonna,Like a Prayer,Marcel Khalife,Ode To A Homeland (Tousbihouna Ala Watan),madonna like a prayer 1989,marcel khalife ode to a homeland (tousbihouna ala watan) 1990,0.213,-1
A5810,B89711,The Archies,"Sugar, Sugar",The Daysleepers,Stereo Honey,"the archies sugar, sugar 1969",the daysleepers stereo honey 2006,0.333,-1
A7239,B43921,Mariah Carey,Vision of Love,Maria Naumova,Secrets,mariah carey vision of love 1990,maria naumova secrets 2006,0.312,-1
A4119,B74543,Childish Gambino,This Is America,Chakra Frequencies,Honesty,childish gambino this is america 2018,chakra frequencies honesty 2024,0.243,-1
A2753,B33554,Marc Anthony,I Need to Know,MAKHABACITY,One of my best,marc anthony i need to know 1999,makhabacity one of my best 2024,0.281,-1
A1547,B69182,David Guetta,Dangerous (feat. Sam Martin),Dance 'n Beats,This Is the Way We Sled,david guetta dangerous (feat. sam martin) 2014,dance 'n beats this is the way we sled 2020,0.283,-1
A5954,B14529,Camila Cabello,Crying in the Club,Canario Kids,London Bridge & Vívora De La Mar,camila cabello crying in the club 2017,canario kids london bridge & vívora de la mar 2023,0.28,-1
A1547,B82504,David Guetta,Dangerous (feat. Sam Martin),Daz Dillinger,This Is Tha Life I Lead,david guetta dangerous (feat. sam martin) 2014,daz dillinger this is tha life i lead 2014,0.283,-1
A1079,B3816,New Boyz,Better With the Lights Off (feat. Chris Brown),New Boyz,Better with the Lights Off (feat. Chris Brown),new boyz better with the lights off (feat. chris brown) 2011,new boyz better with the lights off (feat. chris brown) 2011,1.0,1
A9118,B82852,The Beach Boys,"Dance, Dance, Dance",The Ohio State University Marching Band,Johnny B. Goode (Arr. For Marching Band),"the beach boys dance, dance, dance 1965",the ohio state university marching band johnny b. goode (arr. for marching band) 2020,0.259,-1
A7128,B24345,David Bowie,Modern Love,Darren Rahn,Simple Song,david bowie modern love 1983,darren rahn simple song 2005,0.214,-1
A3963,B82140,Percy Sledge,When a Man Loves a Woman,Perc3ption,Bitter Lamentations,percy sledge when a man loves a woman 1966,perc3ption bitter lamentations 2023,0.262,-1
A2185,B75900,Billy Joel,And So It Goes,Billy Khan,Jungle,billy joel and so it goes 1989,billy khan jungle 2021,0.4,-1
A5200,B76157,Madonna,Like a Prayer,Madison Avenue,This Is Your Introduction,madonna like a prayer 1989,madison avenue this is your introduction 2000,0.267,-1
A5551,B32927,Jazmine Sullivan,Need U Bad,Jason Graves,Beyond Salvation,jazmine sullivan need u bad 2008,jason graves beyond salvation 2021,0.265,-1
A7128,B93885,David Bowie,Modern Love,Darren Percival,Damage Down (The Voice Performance),david bowie modern love 1983,darren percival damage down (the voice performance) 2012,0.25,-1
A3177,B79926,Rednex,Cotton Eye Joe,Relaxamento,Oxygen,rednex cotton eye joe 1994,relaxamento oxygen 2020,0.269,-1
A4287,B74690,Alan Jackson,Little Bitty,Allan Eshuijs,End Of The World,alan jackson little bitty 1996,allan eshuijs end of the world 2017,0.343,-1
A9118,B23656,The Beach Boys,"Dance, Dance, Dance",The Kiboomers,I Love You Mommy,"the beach boys dance, dance, dance 1965",the kiboomers i love you mommy 2019,0.231,-1
A4287,B69611,Alan Jackson,Little Bitty,Allison Road,This Is Our Town,alan jackson little bitty 1996,allison road this is our town 2023,0.206,-1
A8161,B77378,Pentatonix,Sleigh Ride,Peach Pyramid,Escape,pentatonix sleigh ride 2014,peach pyramid escape 2017,0.296,-1
A5771,B15193,The Archies,"Sugar, Sugar",The Imperials,Lonely Mile,"the archies sugar, sugar 1969",the imperials lonely mile 2004,0.267,-1
A7271,B64875,Blake Shelton,I Lived It,Blackchild (ITA),Changes (Acid Mix),blake shelton i lived it 2017,blackchild (ita) changes (acid mix) 2023,0.325,-1
A1894,B37655,Christina Aguilera,Dirrty (feat. Redman),Choklate,What's About to Go Down,christina aguilera dirrty (feat. redman) 2002,choklate what's about to go down 2006,0.289,-1
A1250,B3532,Michael Jackson,Man In the Mirror,Michael Franti,Summertime Won't Last Long,michael jackson man in the mirror 1987,michael franti summertime won't last long 2019,0.326,-1
A544,B97879,Panic! At the Disco,This Is Gospel,Party Tyme Karaoke,Bonita (Made Popular By Frank Sinatra) [Karaoke Version],panic! at the disco this is gospel 2013,party tyme karaoke bonita (made popular by frank sinatra) [karaoke version] 2018,0.225,-1
A5551,B36505,Jazmine Sullivan,Need U Bad,Jasmine Ash,Echoes,jazmine sullivan need u bad 2008,jasmine ash echoes 2012,0.375,-1
A8951,B40070,Blake Shelton,I Need My Girl,Blake Shelton,I Need My Girl,blake shelton i need my girl 2014,blake shelton i need my girl 2014,1.0,1
A1057,B52213,Avenged Sevenfold,Almost Easy,Avraham Fried,Finale,avenged sevenfold almost easy 2007,avraham fried finale 2010,0.294,-1
A8194,B84855,America,Sister Golden Hair,America,Sister Golden Hair,america sister golden hair 1975,america sister golden hair 2017,0.871,1
A4800,B12487,Paramore,Future,Pasquale Catalano,Secondo ricciardi,paramore future 2013,pasquale catalano secondo ricciardi 2021,0.25,-1
A9606,B44633,Sia,You're Never Fully Dressed Without a Smile (2014 Film Version),Sissel,Winter Morning,sia you're never fully dressed without a smile (2014 film version) 2014,sissel winter morning 2022,0.254,-1
A4654,B63752,Michelle Branch,Breathe,Milky Chance,Cocoon,michelle branch breathe 2003,milky chance cocoon 2017,0.393,-1
A3740,B83052,Daughtry,What About Now,Daniel Powter,Lie to Me,daughtry what about now 2006,daniel powter lie to me 2005,0.321,-1
A1079,B15956,New Boyz,Better With the Lights Off (feat. Chris Brown),New Boyz,Better with the Lights Off (feat. Chris Brown),new boyz better with the lights off (feat. chris brown) 2011,new boyz better with the lights off (feat. chris brown) 2011,1.0,1
A925,B17135,Miley Cyrus,Flowers,MIREI,Let Me Be (Remix),miley cyrus flowers 2023,mirei let me be (remix) 2019,0.321,-1
A2753,B45322,Marc Anthony,I Need to Know,Masalo,Double Spire (Club Mix),marc anthony i need to know 1999,masalo double spire (club mix) 2022,0.171,-1
A4119,B72714,Childish Gambino,This Is America,Choicevaughan,End Of The Weak (Instrumental),childish gambino this is america 2018,choicevaughan end of the weak (instrumental) 2020,0.347,-1
A1894,B29146,Christina Aguilera,Dirrty (feat. Redman),Christmas Time,Church Bells,christina aguilera dirrty (feat. redman) 2002,christmas time church bells 2022,0.378,-1
A6165,B56966,Kenny Chesney,What I Need to Do,Kei Linch,Ritual,kenny chesney what i need to do 1999,kei linch ritual 2023,0.222,-1
A1547,B8313,David Guetta,Dangerous (feat. Sam Martin),David Bowie,Future Legend,david guetta dangerous (feat. sam martin) 2014,david bowie future legend 1974,0.304,-1
A8951,B57437,Blake Shelton,I Need My Girl,Blacc Zacc,Bloody Bluff,blake shelton i need my girl 2014,blacc zacc bloody bluff 2022,0.303,-1
A3789,B93158,Billy Idol,Rebel Yell,Bird Songs,Natures Bird Sounds,billy idol rebel yell 1983,bird songs natures bird sounds 2016,0.229,-1
A9351,B82083,Mariah Carey,Vision of Love,Marc Hudson,Astralive,mariah carey vision of love 1990,marc hudson astralive 2023,0.312,-1
A925,B41885,Miley Cyrus,Flowers,Miroslav Žbirka,I Need You,miley cyrus flowers 2023,miroslav žbirka i need you 2009,0.323,-1
A5771,B77811,The Archies,"Sugar, Sugar",The Shadows,I Wish I Could Shimmy Like My Sister Arthur,"the archies sugar, sugar 1969",the shadows i wish i could shimmy like my sister arthur 2003,0.233,-1
A3740,B28645,Daughtry,What About Now,David Butterbaugh,I Will Rejoice,daughtry what about now 2006,david butterbaugh i will rejoice 2010,0.27,-1
A5771,B17936,The Archies,"Sugar, Sugar",The Wonder Kids,Follow Me,"the archies sugar, sugar 1969",the wonder kids follow me 2009,0.267,-1
A9166,B12740,Carrie Underwood,That's Where It Is,Cartier God,Pretty Ass D3mon (Special Version) (feat. DOMD),carrie underwood that's where it is 2005,cartier god pretty ass d3mon (special version) (feat. domd) 2021,0.281,-1
A2753,B62835,Marc Anthony,I Need to Know,Maria Callas,"Carmen, Act 1: Séguedille. ""Près des remparts de Séville"" (Carmen, José)",marc anthony i need to know 1999,"maria callas carmen, act 1: séguedille. ""près des remparts de séville"" (carmen, josé) 2006",0.2,-1
A3789,B91977,Billy Idol,Rebel Yell,Bill Holman,Tanglefoot (Bonus Track),billy idol rebel yell 1983,bill holman tanglefoot (bonus track) 2015,0.244,-1
A2312,B51853,Vampire Weekend,Giving Up the Gun,Vampire Weekend,Giving Up the Gun,vampire weekend giving up the gun 2010,vampire weekend giving up the gun 2010,1.0,1
A7239,B36765,Mariah Carey,Vision of Love,Matisse & Sadko,Dragon (Radio Edit),mariah carey vision of love 1990,matisse & sadko dragon (radio edit) 2015,0.3,-1
A9714,B94454,Bring Me The Horizon,Doomed,Bring Me the Horizon,Doomed,bring me the horizon doomed 2015,bring me the horizon doomed 2015,1.0,1
A5200,B26771,Madonna,Like a Prayer,Martha Munizzi,Always Welcome,madonna like a prayer 1989,martha munizzi always welcome 2006,0.265,-1
A7239,B72022,Mariah Carey,Vision of Love,Marco Beltrami,Beware of Dog,mariah carey vision of love 1990,marco beltrami beware of dog 2006,0.303,-1
A1966,B59446,Daryl Hall & John Oates,Out of Touch,Daryl Hall & John Oates,Did It In A Minute,daryl hall & john oates out of touch 1984,daryl hall & john oates did it in a minute 1981,0.681,0
A7271,B66367,Blake Shelton,I Lived It,Blackstreet,Ticket To Ride (Intro),blake shelton i lived it 2017,blackstreet ticket to ride (intro) 2002,0.385,-1
A7271,B40282,Blake Shelton,I Lived It,Black Bear Beats,Street Fighters,blake shelton i lived it 2017,black bear beats street fighters 2023,0.351,-1
A1678,B64960,Toby Keith,Wish I Didn't Know Now,Tony Mantana,What U Do (feat. Cymphonique & Kay Klover),toby keith wish i didn't know now 1993,tony mantana what u do (feat. cymphonique & kay klover) 2018,0.267,-1
A3177,B90029,Rednex,Cotton Eye Joe,Reiki Healing Zone,Radiant Roots Wellness,rednex cotton eye joe 1994,reiki healing zone radiant roots wellness 2023,0.217,-1
A5771,B58513,The Archies,"Sugar, Sugar",The Boss Group,Princesa (En Vivo),"the archies sugar, sugar 1969",the boss group princesa (en vivo) 2019,0.263,-1
A9118,B12389,The Beach Boys,"Dance, Dance, Dance",The Pianos of Cha'n,Let It Be,"the beach boys dance, dance, dance 1965",the pianos of cha'n let it be 2006,0.333,-1
A9118,B35852,The Beach Boys,"Dance, Dance, Dance",The Animals,I Need Your Love so Bad (Rerecorded Version),"the beach boys dance, dance, dance 1965",the animals i need your love so bad (rerecorded version) 2016,0.23,-1
A8951,B33816,Blake Shelton,I Need My Girl,Black Messiah,Moskau,blake shelton i need my girl 2014,black messiah moskau 2006,0.333,-1
A1894,B43372,Christina Aguilera,Dirrty (feat. Redman),Christophe Beck,"Winter's Waltz (From ""Frozen""/Score)",christina aguilera dirrty (feat. redman) 2002,"christophe beck winter's waltz (from ""frozen""/score) 2014",0.351,-1
A9166,B79901,Carrie Underwood,That's Where It Is,Carrie Underwood,That's Where It Is,carrie underwood that's where it is 2005,carrie underwood that's where it is 2005,1.0,1
A1966,B63944,Daryl Hall & John Oates,Out of Touch,David Crosby,To The Last Whale a) Critical Mass b) Wind On The Water,daryl hall & john oates out of touch 1984,david crosby to the last whale a) critical mass b) wind on the water 2011,0.26,-1
A2753,B76893,Marc Anthony,I Need to Know,Martha Psyko,Havana Rock,marc anthony i need to know 1999,martha psyko havana rock 2018,0.281,-1
A2918,B45318,Carrie Underwood,I Know You Won't,Carl Allen,Ask Me Now (feat. Carl Allen & Rodney Whitaker),carrie underwood i know you won't 2007,carl allen ask me now (feat. carl allen & rodney whitaker) 2022,0.27,-1
A309,B5433,Rodney Atkins,Watching You,Rockridge Synthesizer Orchestra | The Atmospheric Synth Group,When I'm Sixty Four,rodney atkins watching you 2006,rockridge synthesizer orchestra | the atmospheric synth group when i'm sixty four 2015,0.244,-1
A895,B15556,Madonna,Like a Prayer,Madonna,Like a Prayer,madonna like a prayer 1989,madonna like a prayer 1989,1.0,1
A1303,B6152,Post Malone,Psycho (feat. Ty Dolla $ign),Poetree,Forgetting day (feat.Jui) (잊을 날 (feat. Jui),post malone psycho (feat. ty dolla $ign) 2018,poetree forgetting day (feat.jui) (잊을 날 (feat. jui) 2012,0.357,-1
A1966,B30347,Daryl Hall & John Oates,Out of Touch,Daryl Hall & John Oates,Out of Touch,daryl hall & john oates out of touch 1984,daryl hall & john oates out of touch 1984,1.0,1
A80,B95726,Michael Jackson,Man In the Mirror,Michael Cleveland,Son of a Ramblin' Man (feat. Dan Tyminski & Flamekeeper),michael jackson man in the mirror 1987,michael cleveland son of a ramblin' man (feat. dan tyminski & flamekeeper) 2019,0.304,-1
A7239,B56014,Mariah Carey,Vision of Love,Matt Maltese,I Hear The Day Has Come,mariah carey vision of love 1990,matt maltese i hear the day has come 2016,0.268,-1
A4843,B22394,Regina Spektor,Better,Rebels Band HD,Have a Lot to Say,regina spektor better 2006,rebels band hd have a lot to say 2018,0.27,-1
A544,B72349,Panic! At the Disco,This Is Gospel,Paul Clark,Take All of Me,panic! at the disco this is gospel 2013,paul clark take all of me 1973,0.256,-1
A1713,B7567,One Direction,I Want to Write You a Song,One Direction,I Want to Write You a Song,one direction i want to write you a song 2015,one direction i want to write you a song 2015,1.0,1
A2052,B95640,Mat Kearney,Closer to Love,Marco Frisina,Miserere,mat kearney closer to love 2009,marco frisina miserere 1988,0.226,-1
A4479,B69608,Chicago,We Can Last Forever,Chris Tomlin,Praise Him Forever,chicago we can last forever 1988,chris tomlin praise him forever 2020,0.417,-1
A1961,B76941,Michael Jackson,I Just Can't Stop Loving You (feat. Siedah Garrett),Mihaita Piticu,Talentul lui nevasta mea (Live),michael jackson i just can't stop loving you (feat. siedah garrett) 1987,mihaita piticu talentul lui nevasta mea (live) 2015,0.306,-1
A5200,B80500,Madonna,Like a Prayer,Man U FanChants,That's a Fact,madonna like a prayer 1989,man u fanchants that's a fact 2020,0.235,-1
A5771,B58964,The Archies,"Sugar, Sugar",The Ink Spots,As You Desire Me,"the archies sugar, sugar 1969",the ink spots as you desire me 2010,0.257,-1
A3740,B22772,Daughtry,What About Now,Daughters of St. Paul,"Here I Am, Lord",daughtry what about now 2006,"daughters of st. paul here i am, lord 1995",0.333,-1
A5960,B95596,Disturbed,What Are You Waiting For,Disturbed,What Are You Waiting For,disturbed what are you waiting for 2015,disturbed what are you waiting for 2015,1.0,1
A3202,B52520,Rednex,Cotton Eye Joe,Rebecca Y. Yoo,Changements (vol.2 Center),rednex cotton eye joe 1994,rebecca y. yoo changements (vol.2 center) 2021,0.239,-1
A3789,B22053,Billy Idol,Rebel Yell,Billy Idol,Beyond Belief,billy idol rebel yell 1983,billy idol beyond belief 1986,0.655,0
A7239,B30968,Mariah Carey,Vision of Love,Manu Lopez,I Will Survive (Saxophone Version),mariah carey vision of love 1990,manu lopez i will survive (saxophone version) 2016,0.24,-1
A8069,B11959,3OH!3,We Are Young,3OH!3,We Are Young,3oh!3 we are young 2010,3oh!3 we are young 2010,1.0,1
A2185,B76800,Billy Joel,And So It Goes,Big Joe Turner,Boogie Woogie Country Girl,billy joel and so it goes 1989,big joe turner boogie woogie country girl 2000,0.283,-1
A8177,B98628,Miranda Lambert,Use My Heart,Miranda Lambert,Use My Heart,miranda lambert use my heart 2016,miranda lambert use my heart 2016,1.0,1
A9041,B94772,Bread,Sweet Surrender,Bryan Ferry,Gemini Moon,bread sweet surrender 1972,bryan ferry gemini moon 2023,0.214,-1
A3334,B94799,Metallica,The God That Failed,Meditation Music,Nature's Piano,metallica the god that failed 1991,meditation music nature's piano 2020,0.222,-1
